"Name","Surname","Country","City","Latitude","Longitude","Booking Number","Flight Number","Travel Class","Travel Time","Distance Travelled","Arrival Time"
"Steven","Beck","Wales","Cardiff",51.481312,-3.1805,"BOOK8791","BA584","Economy",12:30:06,550,08:08:52
"Susan","Garcia","Northern Ireland","Belfast",54.597286,-5.93012,"BOOK4367","BA523","Economy",01:16:51,553.74,12:07:32
"John","Pennington","Wales","Cardiff",51.481312,-3.1805,"BOOK3654","BA773","Economy",14:48:38,593.87,17:18:22
"William","Davis","Northern Ireland","Belfast",54.597286,-5.93012,"BOOK6417","BA745","Economy",03:09:54,526.74,12:01:54
"Samantha","Stanley","Northern Ireland","Belfast",54.597286,-5.93012,"BOOK5346","BA796","Business",16:50:05,435.27,10:05:37
"Adam","Roth","England","Birmingham",52.486244,-1.890401,"BOOK5048","BA666","First Class",21:19:34,455.29,13:47:46
"Wesley","Young","Northern Ireland","Belfast",54.597286,-5.93012,"BOOK8373","BA333","Business",10:04:10,555.13,04:05:20
"Wendy","Grant","Wales","Cardiff",51.481312,-3.1805,"BOOK8976","BA866","Business",00:31:15,466.23,09:41:48
"Jason","Weaver","Scotland","Glasgow",55.834024,-4.253416,"BOOK9541","BA990","First Class",23:42:27,495.47,22:39:17
"Julie","Costa","Scotland","Glasgow",55.834024,-4.253416,"BOOK9353","BA101","First Class",18:46:02,568.54,14:27:36
"Michelle","Gonzalez","Northern Ireland","Belfast",54.597286,-5.93012,"BOOK1142","BA782","Business",16:05:07,503.69,04:44:17
"James","White","Wales","Cardiff",51.481312,-3.1805,"BOOK9740","BA665","Business",19:53:22,375.4,12:43:26
"Cody","Johnson","England","Birmingham",52.486244,-1.890401,"BOOK5380","BA158","First Class",05:49:51,623.91,18:04:25
"Tyler","Adams","England","Birmingham",52.486244,-1.890401,"BOOK3044","BA982","Economy",02:51:21,484.43,00:24:05
"Stephen","Stewart","Northern Ireland","Belfast",54.597286,-5.93012,"BOOK4846","BA637","Economy",09:03:53,374.48,01:05:21
"Richard","Delacruz","Wales","Cardiff",51.481312,-3.1805,"BOOK6944","BA530","Business",10:29:54,310.91,10:29:56
"Donna","Robinson","Northern Ireland","Belfast",54.597286,-5.93012,"BOOK9873","BA240","First Class",20:41:52,637.86,19:22:28
"Jennifer","Nelson","Northern Ireland","Belfast",54.597286,-5.93012,"BOOK9570","BA241","Economy",03:07:23,426.21,16:42:39
"Christine","Haney","Northern Ireland","Belfast",54.597286,-5.93012,"BOOK2778","BA375","Economy",15:44:13,575.09,15:20:41
"Ronnie","Holmes","Scotland","Glasgow",55.834024,-4.253416,"BOOK7492","BA509","First Class",00:26:18,594.61,15:39:23
"William","Ford","Northern Ireland","Belfast",54.597286,-5.93012,"BOOK5906","BA681","Business",03:46:49,399.69,10:56:53
"Tasha","Shah","Northern Ireland","Belfast",54.597286,-5.93012,"BOOK9127","BA230","Economy",23:46:24,517.87,20:17:56
"Renee","Mcintosh","Northern Ireland","Belfast",54.597286,-5.93012,"BOOK3365","BA242","First Class",18:12:39,487.28,10:01:03
"Candice","Wu","Northern Ireland","Belfast",54.597286,-5.93012,"BOOK7150","BA605","Economy",04:05:16,611.6,13:50:00
"Nicholas","Golden","Scotland","Edinburgh",55.953251,-3.188267,"BOOK5165","BA200","Business",05:50:36,500.76,13:20:40
"Alex","Brooks","Scotland","Edinburgh",55.953251,-3.188267,"BOOK7345","BA691","First Class",21:51:38,371.73,14:18:06
"Kelly","Rogers","England","Birmingham",52.486244,-1.890401,"BOOK8121","BA111","Economy",05:52:41,524.95,08:34:00
"Sara","Morgan","Wales","Cardiff",51.481312,-3.1805,"BOOK4674","BA295","Business",06:43:06,347.32,23:13:30
"Charles","Leblanc","Scotland","Edinburgh",55.953251,-3.188267,"BOOK4494","BA651","Economy",20:29:39,383,22:57:06
"Christy","Jones","Scotland","Edinburgh",55.953251,-3.188267,"BOOK4809","BA406","Economy",23:41:56,533.91,16:30:17
"Michelle","Wright","Northern Ireland","Belfast",54.597286,-5.93012,"BOOK2479","BA842","Economy",14:16:44,450.57,12:52:44
"James","Weaver","Scotland","Edinburgh",55.953251,-3.188267,"BOOK9593","BA310","First Class",01:09:23,371.53,07:20:31
"Mandy","Boyd","Wales","Cardiff",51.481312,-3.1805,"BOOK5660","BA315","Economy",02:32:22,363.49,07:27:53
"Charles","King","England","Birmingham",52.486244,-1.890401,"BOOK3865","BA968","First Class",13:16:58,402.27,10:14:10
"Carly","Madden","Northern Ireland","Belfast",54.597286,-5.93012,"BOOK9462","BA938","Economy",21:18:53,365.84,19:26:28
"Anthony","Cantu","Northern Ireland","Belfast",54.597286,-5.93012,"BOOK5976","BA661","Economy",12:57:56,556.11,20:47:53
"Brenda","Stevenson","Northern Ireland","Belfast",54.597286,-5.93012,"BOOK1429","BA527","Economy",17:39:10,494.91,08:02:54
"Johnny","Brown","Scotland","Edinburgh",55.953251,-3.188267,"BOOK4314","BA988","First Class",20:03:04,497.44,11:28:52
"Troy","Matthews","Scotland","Edinburgh",55.953251,-3.188267,"BOOK8729","BA294","Business",06:16:20,459.58,01:18:51
"Beth","Hardy","England","Birmingham",52.486244,-1.890401,"BOOK9830","BA655","Economy",21:01:49,387.11,21:10:49
"Andrea","Ramirez","England","Birmingham",52.486244,-1.890401,"BOOK7065","BA346","First Class",04:03:26,593.08,12:03:37
"Anna","Foster","Scotland","Edinburgh",55.953251,-3.188267,"BOOK4148","BA203","Economy",19:42:51,558.34,12:26:23
"Stacy","Wilson","England","Birmingham",52.486244,-1.890401,"BOOK6456","BA613","Economy",23:20:04,525.28,10:18:58
"Michele","Green","Wales","Cardiff",51.481312,-3.1805,"BOOK9387","BA393","First Class",21:03:12,676.22,07:36:50
"Mary","Carter","England","Birmingham",52.486244,-1.890401,"BOOK5092","BA428","Business",13:51:15,425.28,12:07:32
"Kyle","Ritter","England","Birmingham",52.486244,-1.890401,"BOOK3879","BA505","First Class",05:32:36,444.09,19:03:05
"Chad","Crosby","Wales","Cardiff",51.481312,-3.1805,"BOOK7525","BA969","Business",08:20:03,546.65,13:37:23
"Patricia","Freeman","Scotland","Edinburgh",55.953251,-3.188267,"BOOK2286","BA421","First Class",13:16:00,281.43,01:29:16
"Jessica","Chang","England","Birmingham",52.486244,-1.890401,"BOOK6348","BA506","First Class",03:33:12,577.2,04:43:03
"Amber","Williams","Scotland","Edinburgh",55.953251,-3.188267,"BOOK9267","BA947","First Class",04:54:00,391.21,18:02:23
"Richard","Mcguire","Scotland","Edinburgh",55.953251,-3.188267,"BOOK1746","BA899","Business",07:12:01,437.6,21:23:40
"Gabrielle","Barrett","Northern Ireland","Belfast",54.597286,-5.93012,"BOOK5661","BA737","Economy",21:08:01,493.05,07:34:04
"Heidi","Walsh","England","Birmingham",52.486244,-1.890401,"BOOK3208","BA508","Economy",12:43:19,508.8,04:49:00
"Susan","Walker","Wales","Cardiff",51.481312,-3.1805,"BOOK1277","BA811","Business",18:48:18,380.41,11:11:57
"Brandy","Davis","England","Birmingham",52.486244,-1.890401,"BOOK6378","BA856","Business",13:46:35,618.81,02:37:43
"Sean","Oneill","Wales","Cardiff",51.481312,-3.1805,"BOOK7478","BA142","Business",23:48:53,594.46,15:47:10
"Veronica","Scott","Northern Ireland","Belfast",54.597286,-5.93012,"BOOK1789","BA572","Economy",04:20:00,479.9,22:53:40
"Molly","Stevens","Scotland","Edinburgh",55.953251,-3.188267,"BOOK1744","BA534","First Class",17:42:58,502.06,21:03:45
"Jason","Wilkins","England","Birmingham",52.486244,-1.890401,"BOOK6789","BA964","Economy",13:51:03,412.54,08:21:47
"Eric","Miller","Scotland","Edinburgh",55.953251,-3.188267,"BOOK7780","BA481","Economy",06:56:00,548.77,09:33:04
"Amanda","Salazar","Scotland","Edinburgh",55.953251,-3.188267,"BOOK6357","BA603","Economy",11:13:40,611.17,23:38:53
"Andrew","Flores","Northern Ireland","Belfast",54.597286,-5.93012,"BOOK6967","BA510","Business",06:45:16,518.06,20:07:41
"William","Griffin","England","Birmingham",52.486244,-1.890401,"BOOK5807","BA442","Business",08:13:21,534.99,23:09:09
"Daniel","Gonzalez","Northern Ireland","Belfast",54.597286,-5.93012,"BOOK3871","BA730","Economy",10:21:05,511.45,00:48:08
"Tammy","Williams","Scotland","Glasgow",55.834024,-4.253416,"BOOK8578","BA316","Business",16:25:29,700.11,05:51:02
"Colin","Munoz","Scotland","Glasgow",55.834024,-4.253416,"BOOK8893","BA252","First Class",23:15:16,439.6,22:29:25
"Robert","Harrison","Wales","Cardiff",51.481312,-3.1805,"BOOK6720","BA622","Economy",11:44:06,599.2,03:18:41
"Katherine","Jackson","Scotland","Glasgow",55.834024,-4.253416,"BOOK7880","BA401","First Class",06:44:31,711.91,14:41:18
"Jason","Murphy","Wales","Cardiff",51.481312,-3.1805,"BOOK9584","BA359","Economy",20:39:54,498.14,19:14:57
"Patricia","Miller","England","Birmingham",52.486244,-1.890401,"BOOK9377","BA678","Economy",12:28:28,601.84,00:03:00
"Angel","Johnson","Northern Ireland","Belfast",54.597286,-5.93012,"BOOK4350","BA642","First Class",08:22:55,417.94,08:34:48
"Holly","Marsh","England","Birmingham",52.486244,-1.890401,"BOOK9571","BA419","First Class",07:57:52,338.91,02:50:36
"Kristen","Small","Northern Ireland","Belfast",54.597286,-5.93012,"BOOK2601","BA954","Business",22:53:07,526.61,15:57:30
"Mary","Lamb","Northern Ireland","Belfast",54.597286,-5.93012,"BOOK9127","BA447","Business",18:20:58,489.84,09:40:49
"Sarah","Harrison","Northern Ireland","Belfast",54.597286,-5.93012,"BOOK2481","BA902","First Class",18:06:00,420.84,18:47:32
"Shane","Massey","Wales","Cardiff",51.481312,-3.1805,"BOOK9369","BA245","Business",04:47:25,292.86,20:43:04
"Lydia","Smith","England","Birmingham",52.486244,-1.890401,"BOOK6623","BA873","Economy",22:37:02,411.44,04:22:10
"Zachary","Lewis","Scotland","Glasgow",55.834024,-4.253416,"BOOK1153","BA456","Business",05:27:22,522.3,12:43:30
"Robert","Miller","Northern Ireland","Belfast",54.597286,-5.93012,"BOOK2020","BA270","First Class",21:20:12,435.29,17:06:02
"Nicholas","Roberts","Scotland","Glasgow",55.834024,-4.253416,"BOOK5629","BA460","First Class",00:49:44,579.42,19:42:33
"Angela","Lamb","Wales","Cardiff",51.481312,-3.1805,"BOOK7607","BA298","Business",08:52:33,459.25,23:05:09
"Anna","Hawkins","England","Birmingham",52.486244,-1.890401,"BOOK1989","BA806","Business",12:54:44,472.62,22:38:52
"Tracy","Kirk","England","Birmingham",52.486244,-1.890401,"BOOK8478","BA787","Economy",00:56:26,386.93,11:02:41
"Erica","Palmer","Wales","Cardiff",51.481312,-3.1805,"BOOK1147","BA902","Economy",16:08:13,534.53,04:17:31
"David","Smith","England","Birmingham",52.486244,-1.890401,"BOOK9052","BA150","Economy",13:05:22,522.28,20:56:12
"Sherry","Ortiz","Wales","Cardiff",51.481312,-3.1805,"BOOK2194","BA977","First Class",20:33:16,320.8,14:44:59
"Megan","Blevins","Scotland","Glasgow",55.834024,-4.253416,"BOOK1464","BA900","Economy",22:28:58,483.64,11:52:09
"Joyce","Robinson","Northern Ireland","Belfast",54.597286,-5.93012,"BOOK4037","BA730","Business",07:54:54,449.45,21:23:31
"Jillian","Francis","Wales","Cardiff",51.481312,-3.1805,"BOOK1414","BA994","First Class",20:46:48,511.92,17:13:47
"Jennifer","Clark","Scotland","Glasgow",55.834024,-4.253416,"BOOK2421","BA240","Economy",16:36:06,361.34,14:20:15
"Heather","Jensen","England","Birmingham",52.486244,-1.890401,"BOOK3982","BA345","Economy",12:51:05,398.9,10:17:01
"Lauren","Kim","Northern Ireland","Belfast",54.597286,-5.93012,"BOOK5465","BA158","Business",10:10:18,496.47,15:00:33
"Jennifer","Smith","Wales","Cardiff",51.481312,-3.1805,"BOOK5874","BA128","First Class",06:15:30,450.05,18:29:11
"Brendan","West","Scotland","Glasgow",55.834024,-4.253416,"BOOK1246","BA978","First Class",12:28:25,361.7,00:08:35
"Joan","Proctor","Northern Ireland","Belfast",54.597286,-5.93012,"BOOK2694","BA159","Economy",12:58:34,411.32,11:53:18
"Tammy","Morton","Scotland","Glasgow",55.834024,-4.253416,"BOOK2905","BA226","Business",17:04:34,763.31,01:19:42
"Diana","Gomez","Northern Ireland","Belfast",54.597286,-5.93012,"BOOK9263","BA583","Economy",03:03:42,423.35,21:51:57
"Dylan","Howard","Scotland","Glasgow",55.834024,-4.253416,"BOOK4797","BA568","Economy",03:02:08,387.2,01:10:28
"Brenda","Huynh","Scotland","Glasgow",55.834024,-4.253416,"BOOK8622","BA620","First Class",13:59:50,582.56,07:55:48
"Erika","Orr","England","Birmingham",52.486244,-1.890401,"BOOK5030","BA725","Business",07:13:43,353.73,05:42:51
"Paul","Ramirez","Wales","Cardiff",51.481312,-3.1805,"BOOK9180","BA473","First Class",23:21:15,491.53,17:51:18
"James","Kim","Scotland","Glasgow",55.834024,-4.253416,"BOOK6860","BA396","Business",13:50:24,636.11,10:35:34
"Gina","Reeves","England","Birmingham",52.486244,-1.890401,"BOOK3601","BA259","Economy",23:12:45,542.41,19:18:28
"Chase","Hudson","Northern Ireland","Belfast",54.597286,-5.93012,"BOOK2501","BA974","Business",02:51:49,633.39,00:27:10
"Rodney","Hutchinson","England","Birmingham",52.486244,-1.890401,"BOOK9210","BA964","Economy",05:45:27,462.3,22:50:06
"Tiffany","Wise","Northern Ireland","Belfast",54.597286,-5.93012,"BOOK9924","BA283","First Class",08:54:34,429.38,00:04:33
"Justin","Garcia","Northern Ireland","Belfast",54.597286,-5.93012,"BOOK2698","BA208","First Class",02:21:24,591,05:44:13
"Amanda","Steele","England","Birmingham",52.486244,-1.890401,"BOOK4550","BA936","Economy",03:59:18,516.57,21:27:47
"Martha","Miller","England","Birmingham",52.486244,-1.890401,"BOOK3417","BA191","Business",01:34:28,374.27,17:12:11
"Kimberly","Oliver","England","Birmingham",52.486244,-1.890401,"BOOK8630","BA608","Business",11:50:47,485.92,13:16:59
"Nicole","Thompson","Scotland","Glasgow",55.834024,-4.253416,"BOOK6554","BA746","Economy",17:34:16,390.07,08:07:02
"Marcus","Lee","Northern Ireland","Belfast",54.597286,-5.93012,"BOOK5667","BA471","First Class",20:22:37,522.75,18:24:44
"Jeffrey","Watson","Scotland","Glasgow",55.834024,-4.253416,"BOOK5185","BA998","First Class",01:23:18,450.68,20:57:26
"Larry","Lynch","England","Birmingham",52.486244,-1.890401,"BOOK3907","BA206","First Class",13:40:10,523.75,08:53:11
"Benjamin","Glass","Scotland","Edinburgh",55.953251,-3.188267,"BOOK7328","BA693","Economy",15:15:28,461.6,02:08:12
"Joseph","Wall","Scotland","Edinburgh",55.953251,-3.188267,"BOOK4269","BA124","First Class",02:07:07,416.13,15:54:18
"Jacob","Powers","Northern Ireland","Belfast",54.597286,-5.93012,"BOOK2567","BA560","Economy",07:01:44,382.91,21:33:53
"Amanda","Bishop","Wales","Cardiff",51.481312,-3.1805,"BOOK8689","BA556","First Class",19:18:56,765.3,04:48:38
"Mark","Rodriguez","Northern Ireland","Belfast",54.597286,-5.93012,"BOOK6833","BA919","Economy",22:53:35,551.78,13:02:23
"Chad","Gross","Wales","Cardiff",51.481312,-3.1805,"BOOK1903","BA141","Economy",16:15:36,467.17,12:10:34
"Robyn","Lin","England","Birmingham",52.486244,-1.890401,"BOOK1722","BA237","First Class",16:53:18,362.56,16:58:23
"Elizabeth","Russell","Northern Ireland","Belfast",54.597286,-5.93012,"BOOK3113","BA291","Business",20:43:39,540.33,00:42:07
"Jamie","Baxter","Scotland","Edinburgh",55.953251,-3.188267,"BOOK2527","BA327","First Class",11:18:45,550.02,12:47:25
"Pamela","Johnson","Wales","Cardiff",51.481312,-3.1805,"BOOK1386","BA930","Economy",21:25:51,509.27,14:24:27
"Kelly","Orozco","Northern Ireland","Belfast",54.597286,-5.93012,"BOOK5883","BA522","Economy",16:06:32,574,03:17:37
"Jose","Guerrero","Northern Ireland","Belfast",54.597286,-5.93012,"BOOK2449","BA721","Economy",20:29:32,339.7,05:48:24
"Charles","Kelly","Wales","Cardiff",51.481312,-3.1805,"BOOK7954","BA773","First Class",10:00:44,458.25,00:45:51
"Jeremy","Benson","England","Birmingham",52.486244,-1.890401,"BOOK7304","BA645","Business",15:29:47,363.07,06:15:13
"Jesus","White","Wales","Cardiff",51.481312,-3.1805,"BOOK4386","BA214","First Class",09:02:34,397.13,13:54:56
"Ryan","Jones","England","Birmingham",52.486244,-1.890401,"BOOK1864","BA384","Economy",12:17:42,516.89,07:50:57
"Gwendolyn","Brown","Scotland","Edinburgh",55.953251,-3.188267,"BOOK4966","BA906","Business",01:01:12,488.53,07:10:39
"Manuel","Russell","England","Birmingham",52.486244,-1.890401,"BOOK9561","BA895","First Class",21:25:50,539.69,02:36:31
"Lance","Shaw","England","Birmingham",52.486244,-1.890401,"BOOK7828","BA935","First Class",17:48:29,579.58,23:13:50
"Brittany","Perry","Northern Ireland","Belfast",54.597286,-5.93012,"BOOK6358","BA703","First Class",00:17:26,529.73,07:59:24
"Victoria","Cox","Scotland","Edinburgh",55.953251,-3.188267,"BOOK1747","BA965","First Class",15:51:05,508.94,19:23:41
"Joel","Fuentes","Wales","Cardiff",51.481312,-3.1805,"BOOK2233","BA115","Business",15:13:34,383.15,17:05:22
"Caroline","Campbell","England","Birmingham",52.486244,-1.890401,"BOOK7738","BA759","Economy",08:46:01,507.12,00:53:55
"Angela","Spence","England","Birmingham",52.486244,-1.890401,"BOOK1396","BA861","First Class",04:46:34,319.79,09:14:52
"Steven","Graves","Northern Ireland","Belfast",54.597286,-5.93012,"BOOK8188","BA930","Business",09:35:13,463.34,14:08:09
"Adrienne","Taylor","Wales","Cardiff",51.481312,-3.1805,"BOOK2045","BA119","Business",01:54:04,378.43,08:24:58
"Shannon","Williams","England","Birmingham",52.486244,-1.890401,"BOOK7693","BA449","Economy",22:35:17,454.92,10:00:17
"Jason","Martin","Wales","Cardiff",51.481312,-3.1805,"BOOK2334","BA621","Business",08:47:49,499.11,03:02:39
"Jacqueline","Bennett","England","Birmingham",52.486244,-1.890401,"BOOK7895","BA232","First Class",12:47:59,434.78,19:23:21
"Linda","Smith","England","Birmingham",52.486244,-1.890401,"BOOK4854","BA345","Economy",15:47:45,410.5,19:54:27
"Alyssa","Glass","Wales","Cardiff",51.481312,-3.1805,"BOOK2226","BA261","First Class",11:34:22,525.54,17:57:50
"Sophia","Jones","Scotland","Edinburgh",55.953251,-3.188267,"BOOK7370","BA975","First Class",18:44:07,503.84,10:05:49
"Andrea","Aguirre","England","Birmingham",52.486244,-1.890401,"BOOK3106","BA746","Business",17:51:19,574.96,12:11:42
"Nicholas","Walker","Northern Ireland","Belfast",54.597286,-5.93012,"BOOK5008","BA973","Economy",20:01:57,483.61,23:14:44
"Jonathan","Porter","Northern Ireland","Belfast",54.597286,-5.93012,"BOOK9476","BA224","First Class",04:42:07,468.95,15:54:42
"Sarah","Mills","England","Birmingham",52.486244,-1.890401,"BOOK2482","BA896","First Class",09:20:58,561.03,11:17:06
"Christopher","Pearson","Northern Ireland","Belfast",54.597286,-5.93012,"BOOK6980","BA584","Business",11:53:55,461.56,14:13:01
"Beverly","Dorsey","Scotland","Edinburgh",55.953251,-3.188267,"BOOK5943","BA523","Economy",08:28:56,519.73,00:33:38
"John","Roberts","England","Birmingham",52.486244,-1.890401,"BOOK4133","BA773","First Class",03:21:55,241.96,18:14:02
"Jessica","Nguyen","Wales","Cardiff",51.481312,-3.1805,"BOOK1033","BA745","Business",03:51:30,357.27,01:18:29
"Rebecca","Marshall","Scotland","Edinburgh",55.953251,-3.188267,"BOOK8973","BA796","Business",22:45:35,670.54,02:19:36
"James","White","Northern Ireland","Belfast",54.597286,-5.93012,"BOOK3296","BA666","First Class",17:55:50,474.92,04:27:48
"William","Barron","Northern Ireland","Belfast",54.597286,-5.93012,"BOOK5742","BA333","First Class",11:23:34,572.23,11:30:34
"Erika","Murillo","Northern Ireland","Belfast",54.597286,-5.93012,"BOOK5467","BA866","First Class",09:54:14,405.2,00:07:39
"Michael","Campbell","Scotland","Edinburgh",55.953251,-3.188267,"BOOK1297","BA990","Business",09:43:51,398.07,21:07:44
"Wendy","Goodwin","Wales","Cardiff",51.481312,-3.1805,"BOOK3790","BA101","Economy",06:53:53,430.43,21:43:05
"Brenda","Scott","Wales","Cardiff",51.481312,-3.1805,"BOOK3426","BA782","First Class",22:19:43,554.75,20:08:28
"Keith","Lewis","Scotland","Edinburgh",55.953251,-3.188267,"BOOK5029","BA665","First Class",12:29:51,441.04,23:41:18
"Nicole","Thomas","Wales","Cardiff",51.481312,-3.1805,"BOOK7362","BA158","Economy",05:42:17,416.01,02:37:36
"Patricia","Allen","Scotland","Edinburgh",55.953251,-3.188267,"BOOK6304","BA982","Business",18:10:14,623.84,01:23:02
"Nicolas","Goodman","Northern Ireland","Belfast",54.597286,-5.93012,"BOOK1035","BA637","Business",01:30:57,424.64,11:13:50
"Yvette","Garcia","Northern Ireland","Belfast",54.597286,-5.93012,"BOOK2151","BA530","First Class",06:59:16,517.32,16:02:44
"Diana","Cannon","Northern Ireland","Belfast",54.597286,-5.93012,"BOOK9808","BA240","Business",14:36:43,469.23,15:25:35
"Jimmy","Hurst","Scotland","Edinburgh",55.953251,-3.188267,"BOOK7096","BA241","Economy",11:41:34,499.53,12:01:15
"Benjamin","Lee","Wales","Cardiff",51.481312,-3.1805,"BOOK8032","BA375","First Class",07:57:24,375.52,13:15:21
"Kyle","Browning","Scotland","Edinburgh",55.953251,-3.188267,"BOOK1525","BA509","First Class",14:00:56,386.39,20:42:07
"Brian","Hernandez","Scotland","Edinburgh",55.953251,-3.188267,"BOOK4745","BA681","Economy",04:23:44,613.36,03:43:13
"Christopher","Kelly","England","Birmingham",52.486244,-1.890401,"BOOK3605","BA230","Business",19:04:59,475.05,04:53:27
"Kathryn","Young","Wales","Cardiff",51.481312,-3.1805,"BOOK8872","BA242","Business",16:41:32,711.51,05:40:55
"Trevor","Gilbert","Wales","Cardiff",51.481312,-3.1805,"BOOK8567","BA605","Business",08:10:08,534.49,01:02:10
"James","Berry","Northern Ireland","Belfast",54.597286,-5.93012,"BOOK3579","BA200","Economy",21:03:57,561.54,00:54:07
"Tanya","Murray","Scotland","Edinburgh",55.953251,-3.188267,"BOOK8942","BA691","First Class",17:35:29,551.04,13:59:26
"Jacob","Campbell","England","Birmingham",52.486244,-1.890401,"BOOK2869","BA111","Economy",19:56:42,449.32,10:19:40
"Robert","Burgess","Northern Ireland","Belfast",54.597286,-5.93012,"BOOK9238","BA295","First Class",02:33:23,448.04,20:28:34
"Deborah","Barron","England","Birmingham",52.486244,-1.890401,"BOOK1415","BA651","Business",03:33:37,398.84,02:45:05
"James","Taylor","Wales","Cardiff",51.481312,-3.1805,"BOOK5532","BA406","Business",08:24:43,450.08,10:03:14
"Stacey","White","Scotland","Edinburgh",55.953251,-3.188267,"BOOK1842","BA842","Business",03:23:51,513.56,22:49:42
"Kendra","Hall","Scotland","Edinburgh",55.953251,-3.188267,"BOOK4132","BA310","Business",10:01:13,494.13,06:43:11
"Kevin","Martinez","Northern Ireland","Belfast",54.597286,-5.93012,"BOOK5905","BA315","Economy",06:19:14,522.46,16:57:42
"Jason","Santos","England","Birmingham",52.486244,-1.890401,"BOOK4718","BA968","First Class",10:00:24,457.48,15:39:30
"Margaret","Schultz","Scotland","Edinburgh",55.953251,-3.188267,"BOOK4906","BA938","Business",09:16:37,547.08,14:38:17
"Margaret","Booker","Scotland","Edinburgh",55.953251,-3.188267,"BOOK7494","BA661","Business",04:16:03,578.62,18:41:57
"Derrick","Carpenter","Northern Ireland","Belfast",54.597286,-5.93012,"BOOK4479","BA527","Business",17:25:13,618.01,14:31:19
"Melissa","Sherman","Northern Ireland","Belfast",54.597286,-5.93012,"BOOK8424","BA988","First Class",03:18:26,352.02,10:56:03
"Martin","Lee","Wales","Cardiff",51.481312,-3.1805,"BOOK9239","BA294","Business",15:05:25,338.37,00:04:53
"Erik","Rosales","Northern Ireland","Belfast",54.597286,-5.93012,"BOOK5033","BA655","Business",00:29:37,532.63,15:26:54
"Adam","Colon","England","Birmingham",52.486244,-1.890401,"BOOK7663","BA346","Business",15:41:01,510.67,21:58:57
"Gregory","Morris","Wales","Cardiff",51.481312,-3.1805,"BOOK1944","BA203","Economy",10:00:29,402.55,11:21:53
"Donald","Guzman","Scotland","Edinburgh",55.953251,-3.188267,"BOOK1280","BA613","First Class",08:00:11,473.52,09:43:33
"Amy","Roberts","Wales","Cardiff",51.481312,-3.1805,"BOOK8864","BA393","Economy",11:17:35,523.13,13:18:31
"Daniel","Strickland","Northern Ireland","Belfast",54.597286,-5.93012,"BOOK7318","BA428","First Class",21:06:14,507.51,23:17:09
"Lisa","Massey","Northern Ireland","Belfast",54.597286,-5.93012,"BOOK1517","BA505","Economy",07:12:19,356.78,20:57:15
"Cynthia","Roberts","Wales","Cardiff",51.481312,-3.1805,"BOOK8018","BA969","Economy",15:50:32,631.65,12:29:42
"Ashley","Norris","Wales","Cardiff",51.481312,-3.1805,"BOOK3571","BA421","Business",16:33:47,529.03,07:19:34
"Lisa","Baker","Scotland","Edinburgh",55.953251,-3.188267,"BOOK7388","BA506","Business",21:00:28,443.38,23:50:07
"Brenda","Bradley","Scotland","Edinburgh",55.953251,-3.188267,"BOOK7925","BA947","Economy",10:07:21,469.07,03:31:46
"Angela","Garcia","Wales","Cardiff",51.481312,-3.1805,"BOOK1871","BA899","Business",07:43:04,513.21,18:18:14
"Eugene","Harvey","Scotland","Edinburgh",55.953251,-3.188267,"BOOK7596","BA737","Economy",02:22:43,367.39,19:38:58
"Carolyn","Ward","Scotland","Edinburgh",55.953251,-3.188267,"BOOK9073","BA508","Economy",03:22:50,406.15,05:16:46
"Paul","Nguyen","England","Birmingham",52.486244,-1.890401,"BOOK8225","BA811","Business",02:09:28,167.91,21:35:21
"Amanda","Gomez","England","Birmingham",52.486244,-1.890401,"BOOK8111","BA856","Business",01:50:58,507.22,17:04:52
"Alexis","Greene","Scotland","Edinburgh",55.953251,-3.188267,"BOOK2129","BA142","Business",06:30:09,571.9,09:35:56
"Amy","Hawkins","Scotland","Edinburgh",55.953251,-3.188267,"BOOK2762","BA572","Business",17:26:57,416.44,09:12:16
"Michael","Mitchell","Northern Ireland","Belfast",54.597286,-5.93012,"BOOK2065","BA534","Economy",20:39:40,340.49,01:27:38
"Brandon","Werner","England","Birmingham",52.486244,-1.890401,"BOOK4761","BA964","Business",18:59:58,272.51,21:54:16
"Jessica","Clay","Northern Ireland","Belfast",54.597286,-5.93012,"BOOK6357","BA481","First Class",14:49:18,568.49,09:44:05
"John","Evans","Scotland","Edinburgh",55.953251,-3.188267,"BOOK2175","BA603","Economy",15:23:23,506.57,00:22:22
"Ellen","Rivera","England","Birmingham",52.486244,-1.890401,"BOOK9644","BA510","Economy",02:28:43,616.55,10:06:15
"Krista","Duke","Scotland","Edinburgh",55.953251,-3.188267,"BOOK3600","BA442","First Class",06:01:57,522.23,10:43:15
"Shannon","Wall","Scotland","Edinburgh",55.953251,-3.188267,"BOOK4178","BA730","Economy",10:39:08,694.99,03:24:47
"Jon","Smith","England","Birmingham",52.486244,-1.890401,"BOOK9187","BA316","First Class",07:29:05,546.22,16:00:02
"Tristan","Price","Wales","Cardiff",51.481312,-3.1805,"BOOK6174","BA252","First Class",16:13:11,453,14:43:14
"Amanda","Beard","Wales","Cardiff",51.481312,-3.1805,"BOOK9893","BA622","Economy",21:14:47,452.12,17:36:44
"Ann","Martin","Northern Ireland","Belfast",54.597286,-5.93012,"BOOK8347","BA401","First Class",18:36:29,419.11,04:06:50
